Creative Type	Director	Distributor	IMDB Rating	IMDB Votes	MPAA Rating	Major Genre	Production Budget	Release Location	Release Date	Rotten Tomatoes Rating	Running Time (min)	Source	Title	US DVD Sales	US Gross	Worldwide Gross
Contemporary Fiction	David Fincher	20th Century Fox	8.8	382470	R	Drama	65000000	Italy	15-Oct-99	81	139	Based on Book/Short Story	Fight Club	0	37030102	100853753
Science Fiction		Sony Pictures	6.4	36227	PG-13	Adventure	137000000	United States	11-Jul-01	0	120	Based on Game	Final Fantasy: The Spirits Within	0	32131830	85131830
Contemporary Fiction	Gus Van Sant	Sony Pictures	7.2	35966	PG-13	Drama	43000000	United States	19-Dec-00	74	137	Original Screenplay	Finding Forrester	0	51768623	80013623
Contemporary Fiction		20th Century Fox	4	25033	R	Comedy	15000000	United States	20-Apr-01	11	0	Original Screenplay	Freddy Got Fingered	0	14249005	14249005
Contemporary Fiction		20th Century Fox	4.4	2118	R	Action	19000000	United States	9-Jan-98	0	0	Original Screenplay	Firestorm	0	8123860	8123860
			7.5	5940			3000000		15-Jan-10	0	0		Fish Tank	0	374675	374675
Contemporary Fiction	Atom Egoyan	Artisan	6.9	4790	PG-13	Drama	15000000		12-Nov-99	88	0	Based on Book/Short Story	Felicia's Journey	0	824295	1970268
Contemporary Fiction		20th Century Fox	1.6	17596	PG	Musical	12000000	United States	20-Jun-03	8	0	Based on TV	From Justin to Kelly	0	4922166	4922166
Fantasy	James Wong	New Line	6.8	52618	R	Horror	23000000	United States	17-Mar-00	31	98	Original Screenplay	Final Destination	0	53302314	112802314
Historical Fiction	Clint Eastwood	Paramount Pictures	7.2	42788	R	Drama	53000000	United States	20-Oct-06	73	0	Based on Book/Short Story	Flags of Our Fathers	45105366	33602376	61902376
Contemporary Fiction	Joel Schumacher	MGM	6.7	8125	R	Drama	27000000	United States	24-Nov-99	43	0	Original Screenplay	Flawless	0	4485485	4485485
Historical Fiction		IFC Films	7.2	4182		Thriller/Suspense	9000000		31-Jul-09	0	132		Flammen og Citronen	0	148089	1635241
Contemporary Fiction		20th Century Fox	5.7	2832	PG	Drama	15000000	United States	20-Oct-06	54	94	Based on Book/Short Story	Flicka	49974754	21000147	21893591
Historical Fiction		20th Century Fox	6	18568	PG-13	Adventure	75000000	United States	17-Dec-04	30	0	Remake	Flight of the Phoenix	0	21009180	34009180
Dramatization	Paul Greengrass	Universal	7.8	46691	R	Drama	18000000	Canada	28-Apr-06	91	0	Based on Real Life Events	United 93	17832230	31567134	76366864
Kids Fiction	Les Mayfield	Walt Disney Pictures	4.6	18890	PG	Comedy	80000000	United States	26-Nov-97	17	93	Remake	Flubber	0	92993801	177993801
Kids Fiction	Sam Fell	Paramount Pictures	7	21334	PG	Comedy	149000000		3-Nov-06	72	85	Original Screenplay	Flushed Away	71025931	64665672	177665672
Dramatization	Tony Bill	MGM	6.5	13934	PG-13	Drama	60000000	France	22-Sep-06	33	139	Based on Real Life Events	Flyboys	23631077	13090630	14816379
Kids Fiction		Summit Entertainment	4.7	1653	G	Adventure	25000000		15-Aug-08	17	89	Original Screenplay	Fly Me To the Moon	0	14543943	40098231
Dramatization	Sidney Lumet	Freestyle Releasing	7.1	12800	R	Drama	13000000	Germany	17-Mar-06	60	0	Based on Real Life Events	Find Me Guilty	0	1173673	1788077
Contemporary Fiction	Brett Ratner	Universal	6.6	34090	PG-13	Comedy	60000000	United States	22-Dec-00	52	126	Original Screenplay	The Family Man	0	75764085	124715863
Contemporary Fiction		Sony Pictures Classics	6.1	11087	R	Comedy	6500000	United States	7-Apr-06	71	0	Original Screenplay	Friends with Money	7822762	13368437	15328368
Kids Fiction	Andrew Stanton	Walt Disney Pictures	8.2	165006	G	Adventure	94000000		30-May-03	98	100	Original Screenplay	Finding Nemo	0	339714978	867894287
Contemporary Fiction	Justin Lin	IFC First Take	0	0	Not Rated	Comedy	500000		5-Oct-07	35	0	Original Screenplay	Finishing the Game	0	52850	52850
Kids Fiction		Lionsgate	0	0	PG	Comedy	65000000		31-Dec-09	0	0	Original Screenplay	Foodfight!	0	0	0
Contemporary Fiction		Screen Media Films	0	0	R	Action	27000000		18-Oct-02	0	0	Original Screenplay	Formula 51	0	5204007	5204007
Science Fiction	Darren Aronofsky	Warner Bros.	7.4	72562	PG-13	Drama	35000000	Italy	22-Nov-06	51	96	Original Screenplay	The Fountain	8752844	10144010	15461638
Super Hero	Tim Story	20th Century Fox	0	0	PG	Action	120000000	Fantastic Four	15-Jun-07	36	92	Based on Comic/Graphic Novel	Fantastic Four: Rise of the Silver Surfer	62277740	131921738	288215319
Contemporary Fiction		ThinkFilm	4.1	3186	R	Comedy	5000000		30-Jan-07	0	0	Original Screenplay	Farce of the Penguins	1619183	0	0
Contemporary Fiction		Walt Disney Pictures	6.2	45305	PG-13	Thriller/Suspense	55000000	Israel	23-Sep-05	38	93	Original Screenplay	Flightplan	0	89706988	225706988
Contemporary Fiction		Lionsgate	7.3	27629	R	Thriller/Suspense	11000000		12-Apr-02	74	0	Original Screenplay	Frailty	0	13110448	17423030
Fantasy	Rob Minkoff	Lionsgate	6.7	36548	PG-13	Action	55000000	United States	18-Apr-08	64	105	Based on Book/Short Story	The Forbidden Kingdom	23318686	52075270	129075270
Dramatization	Richard LaGravenese	Paramount Pictures	7.5	18065	PG-13	Drama	21000000	United States	5-Jan-07	69	122	Based on Book/Short Story	Freedom Writers	20532539	36605602	43090741
Contemporary Fiction	Steve Carr	New Line	5.3	10176	R	Comedy	9500000	United States	12-Jan-00	21	98	Original Screenplay	Next Friday	0	57176582	59675307
Contemporary Fiction	Mark Waters	Walt Disney Pictures	6.5	29137	PG	Comedy	26000000	United States	6-Aug-03	88	97	Remake	Freaky Friday	0	110222438	160822438
Science Fiction		New Line	7.3	35968	PG-13	Drama	31000000	Finland	28-Apr-00	69	118	Original Screenplay	Frequency	0	44983704	68079671
Science Fiction	Joss Whedon	Universal	8	106648	PG-13	Action	39000000	United Kingdom	30-Sep-05	81	119	Based on TV	Serenity	0	25514517	38514517
Contemporary Fiction	Joseph Ruben	Sony Pictures	4.9	1169	PG-13	Thriller/Suspense	50000000		24-Sep-04	0	91	Original Screenplay	The Forgotton	0	66711892	111311892
Contemporary Fiction		New Line	4.4	17964	R	Horror	14000000		26-Apr-02	21	0		Jason X	0	13121555	16951798
Fantasy		Warner Bros.	5.6	26798	R	Horror	17000000	United States	13-Feb-09	26	0		Friday the 13th	9566980	65002019	91700771
Contemporary Fiction		New Line	5.3	6742	R	Comedy	10000000	United States	22-Nov-02	25	85	Original Screenplay	Friday After Next	0	33253609	33526835
Dramatization		Miramax	7.3	26243	R	Drama	12000000	Italy	25-Oct-02	76	123	Based on Real Life Events	Frida	0	25885000	56298474
Contemporary Fiction	Peter Berg	Universal	7.2	20868	PG-13	Drama	30000000	United States	8-Oct-04	81	117	Based on Book/Short Story	Friday Night Lights	0	61255921	61950770
Contemporary Fiction		Sony Pictures Classics	7.2	10447	R	Drama	1000000	United States	1-Aug-08	87	0	Original Screenplay	Frozen River	0	2503902	5281776
Kids Fiction	John Musker	Walt Disney Pictures	7.4	16232	G	Adventure	105000000	United States	25-Nov-09	84	0	Based on Book/Short Story	The Princess and the Frog	68101150	104374107	263467382
Contemporary Fiction	Steven Soderbergh	Miramax	4.8	6660	R	Comedy	2000000	United States	2-Aug-02	37	0	Original Screenplay	Full Frontal	0	2512846	3438804
Contemporary Fiction	Alex Kendrick	Samuel Goldwyn Films	5.6	5498	PG	Drama	500000	United States	26-Sep-08	40	122	Original Screenplay	Fireproof	31898934	33451479	33451479
Contemporary Fiction		Sony Pictures	5.1	4679	R	Horror	5000000	United States	27-Apr-01	8	0	Original Screenplay	The Forsaken	0	6755271	6755271
Dramatization	Ron Howard	Universal	7.9	36366	R	Drama	29000000		5-Dec-08	92	122	Based on Play	Frost/Nixon	6677601	18622031	28144586
Dramatization		MGM	6.1	8680	R	Drama	7000000	United States	29-Dec-06	19	90	Based on Real Life Events	Factory Girl	0	1661464	1661464
		ThinkFilm	6	462	R	Drama	12000000		6-Jan-06	0	0	Based on Real Life Events	Fateless	0	196857	196857
Contemporary Fiction	Peter Cattaneo	Fox Searchlight	7.2	40877	R	Comedy	3500000	United States	13-Aug-97	95	90	Original Screenplay	The Full Monty	0	45950122	257938649
Contemporary Fiction		Sony Pictures	6.3	1788	PG-13	Comedy	140000000		21-Dec-05	29	90	Remake	Fun With Dick And Jane	29638269	110550000	202250000
Contemporary Fiction	Judd Apatow	Universal	6.8	37791	R	Comedy	70000000	United States	31-Jul-09	67	0	Original Screenplay	Funny People	13721109	51855045	71880305
Dramatization		Picturehouse	0	0	R	Drama	16800000		10-Nov-06	0	121	Based on Book/Short Story	Fur	0	223202	2281089
Kids Fiction	Roger Kumble	Summit Entertainment	2.6	3458	PG	Comedy	35000000	Australia	30-Apr-10	8	0	Original Screenplay	Furry Vengeance	4335991	17630465	21630465
Contemporary Fiction	Bobby Farrelly	20th Century Fox	6.3	16736	PG-13	Comedy	40000000	United States	8-Apr-05	0	0	Based on Book/Short Story	Fever Pitch	0	42071069	50071069
Contemporary Fiction	Christopher Guest	Warner Independent	6.2	7780	PG-13	Comedy	12000000	Canada	17-Nov-06	50	86	Original Screenplay	For Your Consideration	0	5549923	5549923
Contemporary Fiction	David Fincher	Polygram	7.7	74136	R	Thriller/Suspense	50000000	Canada	12-Sep-97	80	128	Original Screenplay	The Game	0	48265581	48265581
Historical Fiction	Martin Scorsese	Miramax	7.4	113378	R	Drama	97000000	United States	20-Dec-02	75	168	Original Screenplay	Gangs of New York	0	77730500	190400000
Contemporary Fiction	Peter Hewitt	20th Century Fox	4.8	19870	PG	Comedy	50000000		11-Jun-04	0	80	Based on Comic/Graphic Novel	Garfield	0	75367693	200802638
Contemporary Fiction	Garry Marshall	Universal	5.8	10902	R	Drama	20000000	Australia	11-May-07	17	111	Original Screenplay	Georgia Rule	19382312	18882880	20819601
Science Fiction	Andrew Niccol	Sony Pictures	7.8	70906	PG-13	Drama	36000000	Canada	24-Oct-97	82	0	Original Screenplay	Gattaca	0	12532777	12532777
Contemporary Fiction	Ben Affleck	Miramax	0	0	R	Drama	19000000		19-Oct-07	0	114	Based on Book/Short Story	Gone, Baby, Gone	11406490	20300218	34619699
Contemporary Fiction		Sony Pictures Classics	3.3	198	R	Comedy	6400000		27-Feb-04	0	0	Original Screenplay	Goodbye, Lenin!	0	4063859	79316616
Kids Fiction		MGM	5	1961	PG	Comedy	17000000	United States	10-Oct-03	45	87	Based on Book/Short Story	Good Boy!	0	37667746	45312217
Historical Fiction		Warner Bros.	6	7437	PG-13	Drama	55000000		21-Feb-03	8	0		Gods and Generals	0	12882934	12923936
Historical Fiction	Steven Soderbergh	Warner Bros.	6.1	13007	R	Drama	32000000	United States	15-Dec-06	32	104	Based on Book/Short Story	The Good German	0	1308696	1308696
Historical Fiction	Bill Condon	Lionsgate	7.5	15946	R	Drama	3500000	United States	6-Nov-98	96	0	Based on Book/Short Story	Gods and Monsters	0	6451628	6451628
Contemporary Fiction		Sony Pictures	6	4332	R	Romantic Comedy	15000000	United States	5-Oct-07	29	93	Original Screenplay	The Good Night	0	22441	22441
Contemporary Fiction	Neil Jordan	Fox Searchlight	0	0	R	Drama	30000000		2-Apr-03	78	0	Remake	The Good Thief	0	3517797	3517797
			5.7	1762	PG		32000000	Russia	31-Dec-04	0	0	Original Screenplay	George and the Dragon	0	0	0
	Gus Van Sant	ThinkFilm	6.2	8583	R	Drama	7000000		14-Feb-03	0	0		Gerry	0	254683	254683
Kids Fiction		Walt Disney Pictures	5	9633	PG	Adventure	82500000		24-Jul-09	22	0	Original Screenplay	G-Force	44145849	119436770	287389685
Dramatization	Phil Joanou	Sony Pictures	6.8	12400	PG-13	Drama	30000000	United States	15-Sep-06	41	126	Based on Real Life Events	Gridiron Gang	34066576	38432823	41480851
Contemporary Fiction		Fox Searchlight	6.6	21460	R	Comedy	8000000	United States	7-Aug-02	81	0	Original Screenplay	The Good Girl	0	14018296	15976468
Contemporary Fiction		Warner Bros.	5.3	25891	R	Horror	20000000	United States	25-Oct-02	13	91	Original Screenplay	Ghost Ship	0	30113491	68349884
Dramatization	Rob Reiner	Sony Pictures	6.4	5276	PG-13	Drama	36000000	United States	20-Dec-96	50	0	Based on Real Life Events	Ghosts of Mississippi	0	13052741	13052741
Contemporary Fiction		Sony Pictures	5.6	10629	PG-13	Thriller/Suspense	22000000	United States	14-Sep-01	21	0	Original Screenplay	The Glass House	0	17951431	22861785
Super Hero	Mark Steven Johnson	Sony Pictures	5.2	63235	PG-13	Action	120000000		16-Feb-07	26	110	Based on Comic/Graphic Novel	Ghost Rider	103730683	115802596	237702596
Fantasy	David Koepp	Paramount Pictures	4.7	310	PG-13	Romantic Comedy	20000000		19-Sep-08	85	102	Original Screenplay	Ghost Town	7574314	13252641	26612350
Contemporary Fiction	Sam Raimi	Paramount Vantage	6.7	28488	R	Thriller/Suspense	10000000	United States	19-Dec-00	56	0	Original Screenplay	The Gift	0	12008642	44567606
Contemporary Fiction	Martin Brest	Sony Pictures	2.4	29031	R	Romantic Comedy	54000000	United States	1-Aug-03	6	0	Original Screenplay	Gigli	0	6087542	7266209
Contemporary Fiction	Ridley Scott	Walt Disney Pictures	5.5	23807	R	Drama	50000000		22-Aug-97	0	124	Original Screenplay	G.I.Jane	0	48169156	48169156
Contemporary Fiction	Stephen Sommers	Paramount Pictures	5.8	47052	PG-13	Action	175000000		7-Aug-09	0	118	Based on Toy	G.I. Joe: The Rise of Cobra	69866155	150201498	302469019
Dramatization	James Mangold	Sony Pictures	0	0	R	Drama	24000000	United States	21-Dec-99	53	127	Based on Real Life Events	Girl, Interrupted	0	28871190	28871190
Historical Fiction	Ridley Scott	Sony Pictures	8.3	279512	R	Action	103000000	United States	5-May-00	77	150	Original Screenplay	Gladiator	0	187683805	457683805
Contemporary Fiction	Vondie Curtis-Hall	20th Century Fox	2	13778	PG-13	Musical	8500000	United States	21-Sep-01	7	0	Original Screenplay	Glitter	0	4273372	4273372
Contemporary Fiction	Sidney Lumet	Sony Pictures	4.7	2726	R	Drama	30000000	United States	22-Jan-99	19	0	Remake	Gloria	0	4167493	4967493
Contemporary Fiction		Lionsgate	5.6	29013	R	Romantic Comedy	25000000	United States	21-Sep-07	5	96	Original Screenplay	Good Luck Chuck	26234476	35017297	59183821
Science Fiction	John Carpenter	Screen Media Films	0	0	R	Action	28000000		24-Aug-01	0	0	Original Screenplay	John Carpenter's Ghosts of Mars	0	8434601	8434601
Fantasy	Frank Darabont	Warner Bros.	8.4	198916	R	Drama	60000000	United States	10-Dec-99	77	187	Based on Book/Short Story	The Green Mile	0	136801374	286601374
		IFC Films	6	1443	PG	Drama	20000000	United States	22-Apr-05	25	0	Based on Book/Short Story	The Game of Their Lives	0	375474	375474
Dramatization		Eros Entertainment	8.1	50881	Not Rated	Drama	5000000	United States	3-Aug-07	40	0	Based on Book/Short Story	Gandhi, My Father	0	240425	1375194
Dramatization	George Clooney	Warner Independent	7.7	42797	PG	Drama	7000000		7-Oct-05	0	0	Based on Real Life Events	Good Night and Good Luck	20967273	31501218	54601218
Contemporary Fiction	Simon West	Paramount Pictures	6.1	23570	R	Drama	60000000		18-Jun-99	22	116	Based on Book/Short Story	The General's Daughter	0	102705852	149705852
Contemporary Fiction		Walt Disney Pictures	5.4	3607	R	Comedy	10000000	United States	4-Feb-00	24	0	Original Screenplay	Gun Shy	0	1638202	1638202
Contemporary Fiction	Doug Liman	Sony Pictures	0	0	R	Black Comedy	6500000	United States	9-Apr-99	92	103	Original Screenplay	Go!	0	16875273	28383441
Contemporary Fiction		Walt Disney Pictures	6.9	16809	PG	Drama	33000000		12-May-06	0	121	Original Screenplay	Goal!	12616824	4283255	27610873
Science Fiction		Sony Pictures	0	0	PG	Action	1000000		18-Aug-00	0	0	Remake	Godzilla 2000	0	10037390	10037390
Science Fiction		Lionsgate	4.7	13866	PG-13	Thriller/Suspense	30000000	Canada	30-Apr-04	4	0	Original Screenplay	Godsend	0	14334645	16910708
Science Fiction	Roland Emmerich	Sony Pictures	4.8	59455	PG-13	Action	125000000	United States	19-May-98	25	139	Remake	Godzilla	0	136314294	376000000
			0	0	R		40000		25-Aug-00	0	0		Smiling Fish and Goat on Fire	0	277233	277233
			6.4	2940	PG-13		103300000		9-Jun-00	0	118		Gone in 60 Seconds	0	101643008	232643008
Historical Fiction		ThinkFilm	6.2	1926	R	Drama	16000000	Canada	31-Dec-08	34	0	Based on Play	Good	0	27276	27276
Contemporary Fiction	Gus Van Sant	Miramax	8.1	150415	R	Drama	10000000		20-Feb-87	97	126	Original Screenplay	Good Will Hunting	0	138433435	225933435
Historical Fiction	Robert Altman	USA Films	7.3	36648	R	Comedy	18000000	United Kingdom	26-Dec-01	86	137	Original Screenplay	Gosford Park	0	41300105	41300105
Contemporary Fiction		Warner Bros.	0	0	R	Drama	14000000		21-Apr-00	28	0	Original Screenplay	Gossip	0	5108820	12591270
Contemporary Fiction	Andy Fickman	Walt Disney Pictures	6.3	14984	PG	Comedy	22000000	United States	22-Sep-07	27	110	Original Screenplay	The Game Plan	50113315	90648202	147914546
Historical Fiction	Peter Webber	Lionsgate	7.1	23493	PG-13	Drama	12000000	United States	12-Dec-03	71	0	Based on Book/Short Story	Girl with a Pearl Earring	0	11634362	22106210
Science Fiction		Dreamworks SKG	7.2	52507	PG	Comedy	45000000	Canada	25-Dec-99	89	104	Original Screenplay	Galaxy Quest	0	71423726	90523726
Contemporary Fiction		Fine Line	6.8	8543	R	Comedy	4000000	United States	4-Aug-00	63	0	Original Screenplay	Saving Grace	0	12178602	24325623
Dramatization		Picturehouse	6.2	2084	PG-13	Drama	9000000	United States	1-Jun-07	59	98	Based on Real Life Events	Gracie	0	2956339	3036736
Historical Fiction	John Dahl	Miramax	6.8	8894	R	Action	60000000	Philippines	12-Aug-05	36	0	Based on Book/Short Story	The Great Raid	0	10166502	10597070
Contemporary Fiction	Zak Penn	Anchor Bay Entertainment	6.1	3346	R	Comedy	3000000		21-Mar-08	0	0	Original Screenplay	The Grand	0	115879	115879
Historical Fiction	Fernando Meirelles	Focus Features	7.6	50763	R	Drama	25500000	United States	31-Aug-05	83	0	Based on Book/Short Story	The Constant Gardener	0	33579798	81079798
Contemporary Fiction	Zach Braff	Fox Searchlight	7.9	92594	R	Drama	2500000	United States	28-Jul-04	86	109	Original Screenplay	Garden State	0	26782316	32381151
Historical Fiction	Randal Kleiser	Paramount Pictures	7	60146	PG	Musical	6000000	United States	16-Jun-78	83	0	Based on Musical/Opera	Grease	21249794	305260	206005260
Historical Fiction	Paul Greengrass	Universal	7.1	26759	R	Drama	100000000	Japan	12-Mar-10	55	0	Based on Factual Book/Article	Green Zone	14424476	35053660	84788541
Kids Fiction		Walt Disney Pictures	5.3	19685	PG	Comedy	55000000		16-Jul-97	54	91	Based on TV	George Of The Jungle	0	105263257	174463257
Fantasy	Terry Gilliam	Miramax/Dimension	5.9	43532	PG-13	Adventure	80000000	Canada	26-Aug-05	37	0	Original Screenplay	The Brothers Grimm	0	37899638	105299638
Contemporary Fiction	Luke Greenfield	20th Century Fox	7	5614	R	Romantic Comedy	25000000	United States	9-Apr-04	56	0	Original Screenplay	The Girl Next Door	0	14589444	18589444
Kids Fiction	Ron Howard	Universal	5.7	40310	PG	Comedy	123000000	United States	17-Nov-00	53	104	Based on Book/Short Story	How the Grinch Stole Christmas	0	260044825	345141403
Fantasy	Robert Rodriguez	Weinstein/Dimension	7.9	82770	R	Horror	53000000	Canada	6-Apr-07	0	191	Original Screenplay	Grindhouse	31070911	25031037	50187789
Contemporary Fiction	Jim Sheridan	Paramount Pictures	4	18126	R	Drama	40000000		9-Nov-05	16	0	Original Screenplay	Get Rich or Die Tryin'	9906347	30981850	46437122
Kids Fiction	Nick Park	Dreamworks SKG	7.9	38158	G	Adventure	30000000		5-Oct-05	95	85	Original Screenplay	Wallace & Gromit: The Curse of the Were-Rabbit	35069986	56068547	185724838
Contemporary Fiction		Sony Pictures Classics	5.8	2486	R	Comedy	500000	Finland	9-Jun-00	56	0	Original Screenplay	Groove	0	1115313	1167524
Contemporary Fiction		Walt Disney Pictures	7.4	41523	R	Black Comedy	15000000		11-Apr-97	0	106	Original Screenplay	Grosse Point Blank	0	28084357	28084357
Contemporary Fiction		Sony Pictures	4.6	16024	PG-13	Horror	20000000	Brazil	13-Oct-06	10	102	Remake	The Grudge 2	8293678	39143839	68643839
Contemporary Fiction		Sony Pictures	5.7	43218	PG-13	Horror	10000000	Singapore	22-Oct-04	39	96	Remake	The Grudge	0	110359362	187281115
Contemporary Fiction		Sony Pictures	5.8	13488	PG-13	Comedy	75000000	Australia	25-Jun-10	9	102	Original Screenplay	Grown Ups	0	161094625	250294625
Contemporary Fiction	Jim Jarmusch	Artisan	0	0	R	Drama	2000000		3-Mar-00	0	0	Original Screenplay	Ghost Dog: Way of the Samurai	0	3330230	6030230
