Airport__Name,Aircraft__Make_Model,Effect__Amount_of_damage,Flight_Date,Aircraft__Airline_Operator,Origin_State,When__Phase_of_flight,Wildlife__Size,Wildlife__Species,When__Time_of_day,Cost__Other,Cost__Repair,Cost__Total_$,Number_of_Strikes,Speed_IAS_in_knots
BALTIMORE WASH INTL,DHC8 DASH 8,None,3/30/97 0:00,PIEDMONT AIRLINES,Maryland,Approach,Small,Unknown bird - small,Day,0,0,0,1,90
PHILADELPHIA INTL,B-737-200,None,3/30/97 0:00,US AIRWAYS*,Pennsylvania,Take-off run,Small,American kestrel,Day,0,0,0,1,115
DALLAS/FORT WORTH INTL ARPT,MD-82,None,3/31/97 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,1,140
DALLAS/FORT WORTH INTL ARPT,MD-80,None,4/1/97 0:00,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,1,
EPPLEY AIRFIELD,HAWKER 1000,None,4/1/97 0:00,EXECUTIVE JET AVIATION,Nebraska,Take-off run,Medium,Unknown bird - medium,Day,148,0,148,1,
MINNEAPOLIS-ST PAUL INTL,B-757-200,None,4/1/97 0:00,NORTHWEST AIRLINES,Minnesota,Climb,Medium,Unknown bird - medium,Night,0,0,0,1,
CHICAGO O'HARE INTL ARPT,B-757-200,None,4/2/97 0:00,UNITED AIRLINES,Illinois,Approach,Medium,Ring-billed gull,Day,0,0,0,1,160
LIHUE ARPT,DC-9-50,None,4/2/97 0:00,HAWAIIAN AIR,Hawaii,Climb,Small,Unknown bird - small,Day,0,0,0,1,120
AUSTIN-BERGSTROM INTL,B-737-300,None,4/3/97 0:00,US AIRWAYS*,Texas,Landing Roll,Large,Unknown bird - large,Day,0,0,0,1,
LOS ANGELES INTL,A-320,None,4/3/97 0:00,UNITED AIRLINES,California,Climb,Small,Unknown bird - small,Day,0,0,0,1,
SACRAMENTO INTL,B-737-300,None,4/4/97 0:00,SOUTHWEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,150
DALLAS/FORT WORTH INTL ARPT,MD-82,None,4/5/97 0:00,AMERICAN AIRLINES,Texas,Climb,Large,Unknown bird - large,Night,0,0,0,1,250
JOHN F KENNEDY INTL,B-767-200,None,4/5/97 0:00,TRANS WORLD AIRLINES,New York,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,
ATLANTA INTL,B-757-200,None,4/5/97 0:00,DELTA AIR LINES,Georgia,Descent,Medium,Unknown bird - medium,Day,0,0,0,1,250
WILL ROGERS WORLD ARPT,B-737,None,4/7/97 0:00,UNITED AIRLINES,Oklahoma,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,
SACRAMENTO INTL,BA-31 JETSTR,None,4/7/97 0:00,TRANS STATES AIRLINES,California,Climb,Medium,Unknown bird - medium,Night,0,0,0,1,160
METRO OAKLAND INTL,B-737-300,None,4/7/97 0:00,SOUTHWEST AIRLINES,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,1,140
MEMPHIS INTL,B-727-200,None,4/9/97 0:00,DELTA AIR LINES,Tennessee,Take-off run,Small,Blackbirds,Day,0,0,0,1,140
AUSTIN-BERGSTROM INTL,DC-8,None,4/10/97 0:00,ABX AIR,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,
MINNEAPOLIS-ST PAUL INTL,DC-9,None,4/10/97 0:00,NORTHWEST AIRLINES,Minnesota,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,160
EPPLEY AIRFIELD,B-737-300,None,4/10/97 0:00,SOUTHWEST AIRLINES,Nebraska,Climb,Medium,Unknown bird - medium,Night,0,0,0,1,145
GREATER PITTSBURGH,MD-80,Medium,4/11/97 0:00,US AIRWAYS*,Pennsylvania,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,
LAGUARDIA NY,DC-9,None,4/11/97 0:00,NORTHWEST AIRLINES,New York,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,
MINETA SAN JOSE INTL,B-737-300,None,4/11/97 0:00,SOUTHWEST AIRLINES,California,Take-off run,Small,Western meadowlark,Dawn,0,0,0,1,140
LAMBERT-ST LOUIS INTL,B-737-200,None,4/11/97 0:00,UNITED AIRLINES,Missouri,Climb,Small,American robin,Day,0,0,0,1,150
AUSTIN-BERGSTROM INTL,MD-82,None,4/11/97 0:00,AMERICAN AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,1,140
WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,None,4/13/97 0:00,ATLANTIC COAST AIRLINES,DC,Parked,Small,Rock pigeon,Day,0,0,0,1,
CLEVELAND-HOPKINS INTL ARPT,PA-60 600,Substantial,4/15/97 0:00,BUSINESS,Ohio,Approach,Large,Canada goose,Night,21695,14463,36158,1,140
SACRAMENTO INTL,A-300,Substantial,4/16/97 0:00,FEDEX EXPRESS,California,Approach,Large,Unknown bird - large,Dawn,0,95458,95458,1,
EPPLEY AIRFIELD,MD-82,Minor,4/16/97 0:00,AMERICAN AIRLINES,Nebraska,Approach,Small,Unknown bird - small,Night,0,0,0,1,140
BARKSDALE AIR FORCE BASE ARPT,A-10A,None,4/18/97 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,1,150
HONOLULU INTL ARPT,DC-9-50,None,4/19/97 0:00,HAWAIIAN AIR,Hawaii,Take-off run,Medium,Unknown bird - medium,Dawn,0,0,0,1,130
CHICAGO O'HARE INTL ARPT,BA-146,None,4/20/97 0:00,AIR WISCONSIN AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Night,0,0,0,1,210
LOUISVILLE INTL ARPT,B-757-200,None,4/21/97 0:00,UPS AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,190
LAGUARDIA NY,B-757-200,None,4/21/97 0:00,AMERICAN AIRLINES,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,
DALLAS/FORT WORTH INTL ARPT,MD-82,None,4/21/97 0:00,AMERICAN AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,1,115
DALLAS/FORT WORTH INTL ARPT,B-757-200,None,4/21/97 0:00,AMERICAN AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,1,100
WASHINGTON DULLES INTL ARPT,EMB-120,Minor,4/22/97 0:00,EXPRESSJET (CONTINENTAL EXPRS),DC,Approach,Large,Unknown bird - large,Night,0,0,0,1,
SAN FRANCISCO INTL ARPT,B-757-200,None,4/22/97 0:00,AMERICA WEST AIRLINES,California,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,1,130
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,4/22/97 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,1,180
DETROIT METRO WAYNE COUNTY ARPT,B-727,None,4/23/97 0:00,FEDEX EXPRESS,Michigan,Take-off run,Large,White-tailed deer,Night,0,0,0,1,
MINETA SAN JOSE INTL,B-737-300,None,4/23/97 0:00,SOUTHWEST AIRLINES,California,Take-off run,Medium,Red-tailed hawk,Day,0,0,0,1,100
CHARLESTON AFB/INTL ARPT,C-17A,None,4/24/97 0:00,MILITARY,South Carolina,Climb,Medium,Unknown bird or bat,Day,0,0,0,1,
GEORGE BUSH INTERCONTINENTAL,DC-9-40,None,4/24/97 0:00,ABX AIR,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,
PHOENIX SKY HARBOR,B-737,None,4/26/97 0:00,AMERICAN AIRLINES,Arizona,Descent,Large,Unknown bird - large,Night,0,0,0,1,
JOHN F KENNEDY INTL,B-757-200,None,4/26/97 0:00,AMERICA WEST AIRLINES,New York,Approach,Small,Unknown bird - small,Night,0,0,0,1,
HONOLULU INTL ARPT,B-737-200,None,4/27/97 0:00,ALOHA AIRLINES,Hawaii,Approach,Small,Unknown bird - small,Day,0,0,0,1,125
LAGUARDIA NY,DC-9,None,4/28/97 0:00,US AIRWAYS*,New York,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,
NASHVILLE INTL,FOKKER F28 MK 1000,None,4/28/97 0:00,AMERICAN AIRLINES,Tennessee,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,1,120
NEW ORLEANS INTL,B-727,None,4/28/97 0:00,CONTINENTAL AIRLINES,Louisiana,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,1,
METRO OAKLAND INTL,B-737-300,None,4/28/97 0:00,SOUTHWEST AIRLINES,California,Take-off run,Small,Unknown bird - small,Dawn,0,0,0,1,125
WASHINGTON DULLES INTL ARPT,BA-41 JETSTR,None,4/29/97 0:00,ATLANTIC COAST AIRLINES,DC,Approach,Large,Canada goose,Day,0,0,0,1,123
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,4/29/97 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,1,139
GEORGE BUSH INTERCONTINENTAL,ATR-42,None,4/30/97 0:00,EXPRESSJET (CONTINENTAL EXPRS),Texas,Descent,Medium,Unknown bird - medium,Day,0,0,0,1,210
WILL ROGERS WORLD ARPT,B-727,Substantial,4/30/97 0:00,FEDEX EXPRESS,Oklahoma,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,140
MEMPHIS INTL,DC-10-10,Minor,4/30/97 0:00,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,140
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,4/30/97 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,1,160
CHARLOTTE/DOUGLAS INTL ARPT,B-737-200,None,4/30/97 0:00,UNITED AIRLINES,North Carolina,Take-off run,Small,Unknown bird - small,Day,0,0,0,1,150
CHICAGO O'HARE INTL ARPT,FOKKER F100,None,4/30/97 0:00,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Dusk,0,0,0,1,160
WASHINGTON DULLES INTL ARPT,FOKKER F100,None,4/30/97 0:00,US AIRWAYS*,DC,Approach,Small,Unknown bird - small,Night,0,0,0,1,180
MEMPHIS INTL,B-727-100,None,4/30/97 0:00,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,1,140
LOUISVILLE INTL ARPT,DC-8,None,5/1/97 0:00,UPS AIRLINES,Kentucky,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,1,
DALLAS/FORT WORTH INTL ARPT,MD-82,None,5/1/97 0:00,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,1,180
NEWARK LIBERTY INTL ARPT,FOKKER F100,None,5/1/97 0:00,AMERICAN AIRLINES,New Jersey,Approach,Small,Unknown bird - small,Night,0,0,0,1,135
AUSTIN-BERGSTROM INTL,B-737-300,None,5/1/97 0:00,AMERICA WEST AIRLINES,Texas,Descent,Small,Unknown bird - small,Night,0,0,0,1,210
CHICAGO O'HARE INTL ARPT,FOKKER F100,None,5/2/97 0:00,AMERICAN AIRLINES,Illinois,Landing Roll,Medium,Ring-billed gull,Day,0,0,0,1,90
SALT LAKE CITY INTL,B-727-200,None,5/2/97 0:00,FEDEX EXPRESS,Utah,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,140
CHICAGO MIDWAY INTL ARPT,B-737-300,Substantial,5/3/97 0:00,SOUTHWEST AIRLINES,Illinois,Take-off run,Large,Unknown bird - large,Day,0,0,0,1,130
WASHINGTON DULLES INTL ARPT,BA-41 JETSTR,Minor,5/3/97 0:00,ATLANTIC COAST AIRLINES,DC,Landing Roll,Large,Canada goose,Day,0,0,0,1,90
DALLAS/FORT WORTH INTL ARPT,MD-80,None,5/3/97 0:00,AMERICAN AIRLINES,Texas,Take-off run,Small,Rock pigeon,Day,0,0,0,1,
SAN ANTONIO INTL,B-737-300,None,5/4/97 0:00,SOUTHWEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,200
RONALD REAGAN WASHINGTON NATL,DHC8 DASH 8,None,5/4/97 0:00,PIEDMONT AIRLINES,DC,Approach,Small,Unknown bird - small,Day,0,0,0,1,90
ATLANTIC CITY INTL,B-737-200,None,5/5/97 0:00,ATLANTIC SOUTHEAST,New Jersey,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,1,140
SAN ANTONIO INTL,B-737-300,None,5/5/97 0:00,SOUTHWEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,210
SALT LAKE CITY INTL,EMB-120,None,5/6/97 0:00,SKYWEST AIRLINES,Utah,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,
AUSTIN-BERGSTROM INTL,B-727-200,None,5/6/97 0:00,FEDEX EXPRESS,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,1,140
DENVER INTL AIRPORT,DHC8 DASH 8,None,5/7/97 0:00,MESA AIRLINES,Colorado,Landing Roll,Small,Unknown bird - small,Day,0,0,0,1,
BALTIMORE WASH INTL,B-737-500,None,5/7/97 0:00,SOUTHWEST AIRLINES,Maryland,Landing Roll,Small,Unknown bird - small,Day,0,0,0,1,100
WASHINGTON DULLES INTL ARPT,DC-9-30,None,5/8/97 0:00,NORTHWEST AIRLINES,DC,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,100
INDIANAPOLIS INTL,B-727-200,None,5/8/97 0:00,FEDEX EXPRESS,Indiana,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,150
SEATTLE-TACOMA INTL,MD-80,None,5/8/97 0:00,AMERICAN AIRLINES,Washington,Climb,Medium,Unknown bird - medium,Night,0,0,0,1,230
WASHINGTON DULLES INTL ARPT,MD-80,None,5/8/97 0:00,AMERICAN AIRLINES,DC,Approach,Small,Unknown bird - small,Day,0,0,0,1,155
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,EMB-120,None,5/10/97 0:00,COMAIR AIRLINES,Kentucky,Climb,Large,Unknown bird - large,Day,0,0,0,1,170
GREATER PITTSBURGH,B-737-400,None,5/11/97 0:00,PIEDMONT AIRLINES,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,1,145
GREATER PITTSBURGH,BE-1900,None,5/12/97 0:00,MESA AIRLINES,Pennsylvania,Approach,Large,Great blue heron,Day,0,0,0,1,125
CHARLOTTE/DOUGLAS INTL ARPT,DC-9-30,None,5/12/97 0:00,US AIRWAYS*,North Carolina,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,1,150
WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,None,5/12/97 0:00,ATLANTIC COAST AIRLINES,DC,Approach,Small,Unknown bird - small,Day,0,0,0,1,
LOUISVILLE INTL ARPT,DC-9,None,5/12/97 0:00,NORTHWEST AIRLINES,Kentucky,Landing Roll,Small,Unknown bird - small,Day,0,0,0,1,
BARKSDALE AIR FORCE BASE ARPT,SA226 TC,Minor,5/13/97 0:00,BUSINESS,Louisiana,Descent,Medium,Unknown bird - medium,Day,0,0,0,1,200
WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,None,5/13/97 0:00,ATLANTIC COAST AIRLINES,DC,Approach,Small,Unknown bird - small,Day,0,0,0,1,130
ORLANDO INTL,DC-10,None,5/14/97 0:00,FEDEX EXPRESS,Florida,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,140
GEORGE BUSH INTERCONTINENTAL,A-300,None,5/14/97 0:00,FEDEX EXPRESS,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,1,190
LIHUE ARPT,DC-9,None,5/14/97 0:00,HAWAIIAN AIR,Hawaii,Take-off run,Small,Unknown bird - small,Day,0,0,0,1,
MEMPHIS INTL,A-300,None,5/14/97 0:00,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,1,160
MEMPHIS INTL,A-300,None,5/14/97 0:00,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,1,220
DALLAS/FORT WORTH INTL ARPT,MD-80,None,5/15/97 0:00,AMERICAN AIRLINES,Texas,Descent,Medium,Unknown bird - medium,Day,0,0,0,1,
PORTLAND INTL (OR),MD-80,None,5/15/97 0:00,AMERICAN AIRLINES,Oregon,Descent,Medium,Unknown bird - medium,Night,0,0,0,1,250
DALLAS/FORT WORTH INTL ARPT,B-727-100,None,5/15/97 0:00,FEDEX EXPRESS,Texas,Descent,Medium,Unknown bird - medium,Night,0,0,0,1,160
DALLAS/FORT WORTH INTL ARPT,MD-83,None,5/15/97 0:00,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,1,250
MEMPHIS INTL,A-310,None,5/15/97 0:00,FEDEX EXPRESS,Tennessee,Climb,Small,Unknown bird - small,Night,0,0,0,1,220
DALLAS/FORT WORTH INTL ARPT,MD-82,None,5/16/97 0:00,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,1,230
MEMPHIS INTL,A-300,None,5/16/97 0:00,FEDEX EXPRESS,Tennessee,Climb,Small,Unknown bird - small,Night,0,0,0,1,170
GREATER PITTSBURGH,DC-9-30,None,5/17/97 0:00,US AIRWAYS*,Pennsylvania,Climb,Medium,Unknown bird - medium,Day,0,0,0,1,175
SACRAMENTO INTL,MD-80,None,5/18/97 0:00,TRANS WORLD AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,1,
DENVER INTL AIRPORT,B-737-300,None,5/18/97 0:00,UNITED AIRLINES,Colorado,Climb,Medium,Unknown bird - medium,Day,0,0,0,1,
INDIANAPOLIS INTL,B-737,None,5/19/97 0:00,UNITED AIRLINES,Indiana,Climb,Small,Killdeer,Day,0,0,0,1,
KANSAS CITY INTL,B-727-200,None,5/19/97 0:00,AMERICAN AIRLINES,Missouri,Landing Roll,Small,Mourning dove,Day,0,0,0,1,120
ATLANTIC CITY INTL,B-737,None,5/19/97 0:00,ATLANTIC SOUTHEAST,New Jersey,Take-off run,Small,Unknown bird - small,Dusk,0,0,0,1,
CHICAGO O'HARE INTL ARPT,MD-80,None,5/20/97 0:00,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,140
NEWARK LIBERTY INTL ARPT,B-757-200,None,5/20/97 0:00,DELTA AIR LINES,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,140
ATLANTIC CITY INTL,EMB-120,None,5/20/97 0:00,EXPRESSJET (CONTINENTAL EXPRS),New Jersey,Approach,Small,Unknown bird - small,Dusk,0,0,0,1,130
LAMBERT-ST LOUIS INTL,B-767-200,None,5/21/97 0:00,TRANS WORLD AIRLINES,Missouri,Climb,Medium,Unknown bird - medium,Dusk,0,0,0,1,
DALLAS/FORT WORTH INTL ARPT,MD-83,None,5/21/97 0:00,AMERICAN AIRLINES,Texas,Climb,Small,Mourning dove,Day,0,0,0,1,150
RONALD REAGAN WASHINGTON NATL,B-727-200,None,5/21/97 0:00,DELTA AIR LINES,DC,Landing Roll,Small,European starling,Day,0,0,0,1,130
MINNEAPOLIS-ST PAUL INTL,FOKKER F100,None,5/21/97 0:00,AMERICAN AIRLINES,Minnesota,Approach,Small,Unknown bird - small,Night,0,0,0,1,140
PORTLAND INTL (OR),B-737-400,None,5/22/97 0:00,ALASKA AIRLINES,Oregon,Approach,Small,European starling,Day,0,0,0,1,135
PHILADELPHIA INTL,B-737-300,None,5/22/97 0:00,US AIRWAYS*,Pennsylvania,Climb,Small,Unknown bird - small,Day,0,0,0,1,165
BALTIMORE WASH INTL,B-757-200,Substantial,5/23/97 0:00,DELTA AIR LINES,Maryland,Approach,Medium,Red-tailed hawk,Day,0,0,0,1,170
DALLAS/FORT WORTH INTL ARPT,B-727,None,5/23/97 0:00,DELTA AIR LINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,
GREATER PITTSBURGH,BA-31 JETSTR,None,5/23/97 0:00,US AIRWAYS*,Pennsylvania,Landing Roll,Small,Unknown bird - small,Day,0,0,0,1,
CHARLOTTE/DOUGLAS INTL ARPT,B-737-300,None,5/25/97 0:00,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,1,140
PHOENIX SKY HARBOR,A-320,None,5/26/97 0:00,AMERICA WEST AIRLINES,Arizona,Approach,Large,Unknown bird - large,Night,0,0,0,1,140
WASHINGTON DULLES INTL ARPT,DC-9,None,5/27/97 0:00,AIR CANADA,DC,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,
INDIANAPOLIS INTL,B-737-200,Minor,5/28/97 0:00,US AIRWAYS*,Indiana,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,
NASHVILLE INTL,B-757-200,None,5/28/97 0:00,DELTA AIR LINES,Tennessee,Climb,Medium,Unknown bird - medium,Day,0,0,0,1,145
MINETA SAN JOSE INTL,B-737-300,None,5/28/97 0:00,SOUTHWEST AIRLINES,California,Descent,Medium,Unknown bird - medium,Night,0,0,0,1,
MEMPHIS INTL,B-727-100,None,5/28/97 0:00,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,1,190
MINETA SAN JOSE INTL,C-340,None,5/29/97 0:00,BUSINESS,California,Take-off run,Large,Turkey vulture,Day,0,0,0,1,
CHARLESTON AFB/INTL ARPT,KC-135R,None,5/29/97 0:00,MILITARY,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,1,135
DALLAS/FORT WORTH INTL ARPT,MD-82,None,5/29/97 0:00,AMERICAN AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Dusk,0,0,0,1,165
LOUISVILLE INTL ARPT,B-737-300,None,5/29/97 0:00,SOUTHWEST AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,1,170
ATLANTA INTL,B-727-200,None,5/30/97 0:00,DELTA AIR LINES,Georgia,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,150
SALT LAKE CITY INTL,B-727,None,5/30/97 0:00,FEDEX EXPRESS,Utah,Climb,Medium,Unknown bird - medium,Night,0,0,0,1,
ORLANDO INTL,B-757-200,None,5/31/97 0:00,NORTHWEST AIRLINES,Florida,Approach,Small,Unknown bird - small,Night,0,0,0,1,150
SACRAMENTO INTL,B-737-300,None,6/1/97 0:00,SOUTHWEST AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,
PHILADELPHIA INTL,DC-9,Medium,6/1/97 0:00,US AIRWAYS*,Pennsylvania,Take-off run,Small,Unknown bird - small,Day,0,0,0,1,145
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,6/2/97 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,1,160
GEORGE BUSH INTERCONTINENTAL,C-21A,None,6/2/97 0:00,MILITARY,Texas,Climb,Medium,Unknown bird or bat,Day,0,0,0,1,
DALLAS/FORT WORTH INTL ARPT,MD-80,None,6/2/97 0:00,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,1,
ORLANDO INTL,B-737-300,None,6/2/97 0:00,US AIRWAYS*,Florida,Approach,Small,Unknown bird - small,Day,0,0,0,1,150
RONALD REAGAN WASHINGTON NATL,DORNIER 328,None,6/3/97 0:00,PIEDMONT AIRLINES,DC,Take-off run,Medium,Herring gull,Day,0,0,0,1,
ORLANDO INTL,DHC8 DASH 8,None,6/3/97 0:00,PIEDMONT AIRLINES,Florida,Taxi,Small,Mourning dove,Day,0,0,0,1,
WASHINGTON DULLES INTL ARPT,BA-41 JETSTR,None,6/4/97 0:00,ATLANTIC COAST AIRLINES,DC,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,130
CHICAGO O'HARE INTL ARPT,BA-146,None,6/4/97 0:00,AIR WISCONSIN AIRLINES,Illinois,Approach,Medium,Red-tailed hawk,Day,0,0,0,1,
JOHN F KENNEDY INTL,B-767-300,None,6/4/97 0:00,AMERICAN AIRLINES,New York,Approach,Medium,Herring gull,Day,0,0,0,1,
GEORGE BUSH INTERCONTINENTAL,A-320,None,6/4/97 0:00,AIR CANADA,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,
PHILADELPHIA INTL,BE-1900,Minor,6/4/97 0:00,MESA AIRLINES,Pennsylvania,Descent,Small,Unknown bird - small,Day,0,0,0,1,170
DALLAS/FORT WORTH INTL ARPT,MD-88,None,6/4/97 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,1,
DALLAS/FORT WORTH INTL ARPT,MD-80,None,6/5/97 0:00,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,
FORT LAUDERDALE/HOLLYWOOD INTL,B-737,None,6/6/97 0:00,BUSINESS,Florida,Approach,Small,Unknown bird - small,Day,0,0,0,1,150
DALLAS/FORT WORTH INTL ARPT,MD-82,None,6/6/97 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,1,135
RONALD REAGAN WASHINGTON NATL,B-737-300,None,6/6/97 0:00,US AIRWAYS*,DC,Descent,Small,Unknown bird - small,Day,0,0,0,1,
INDIANAPOLIS INTL,MD-82,None,6/7/97 0:00,US AIRWAYS*,Indiana,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,150
DALLAS/FORT WORTH INTL ARPT,MD-80,None,6/7/97 0:00,AMERICAN AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,
METRO OAKLAND INTL,B-737-300,None,6/8/97 0:00,SOUTHWEST AIRLINES,California,Approach,Small,Unknown bird - small,Day,0,0,0,1,130
DALLAS/FORT WORTH INTL ARPT,IAI-1124,None,6/9/97 0:00,BUSINESS,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,
DALLAS/FORT WORTH INTL ARPT,DA-20 FALCON,None,6/9/97 0:00,BUSINESS,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,
LOUISVILLE INTL ARPT,E-6,None,6/9/97 0:00,MILITARY,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,170
DALLAS/FORT WORTH INTL ARPT,MD-82,None,6/11/97 0:00,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,1,130
LIHUE ARPT,B-727-200,None,6/12/97 0:00,ALOHA AIRLINES,Hawaii,Take-off run,Small,Short-eared owl,Day,0,0,0,1,125
DALLAS/FORT WORTH INTL ARPT,MD-82,None,6/12/97 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Mourning dove,Dusk,0,0,0,1,128
NEW ORLEANS INTL,B-737-200,Substantial,6/13/97 0:00,DELTA AIR LINES,Louisiana,Climb,Medium,Unknown bird - medium,Dawn,0,144634,144634,1,
MINETA SAN JOSE INTL,MD-83,None,6/13/97 0:00,ALASKA AIRLINES,California,Landing Roll,Small,Unknown bird - small,Dusk,0,0,0,1,110
CHICAGO MIDWAY INTL ARPT,A-320,Minor,6/14/97 0:00,AMERICA WEST AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,1,138
LOUISVILLE INTL ARPT,DC-9,None,6/14/97 0:00,NORTHWEST AIRLINES,Kentucky,Landing Roll,Small,Unknown bird - small,Day,0,0,0,1,100
LAGUARDIA NY,BE-1900,Minor,6/16/97 0:00,MESA AIRLINES,New York,Climb,Large,Unknown bird - large,Day,14463,14463,28926,1,125
PORTLAND INTL (OR),MD-11,None,6/16/97 0:00,DELTA AIR LINES,Oregon,Take-off run,Large,Great blue heron,Day,0,0,0,1,
WILL ROGERS WORLD ARPT,E-6,None,6/16/97 0:00,MILITARY,Oklahoma,Climb,Medium,Unknown bird - medium,Day,0,0,0,1,140
